Club Name,White European Italian,Black African American,Native American,Asian,Hispanic,Native Hawaiian or Other Pacific Islander,woman women,man men,Greek,lgbtq,Christian,Islam,Judaism,Hinduism,Buddhism,Muslim,Sikh,Description
The Nu-Alpha chapter of Kappa Sigma,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1241562989021975,0.25112150470170924,0.4070738500409197,0.29852124175481365,0.21185281369783177,0.07369571119465078,0.22077360653703443,"The Nu-Alpha chapter of Kappa Sigma Kappa Sigma is one of the largest collegiate fraternities in North America, exemplified by our 17,000 undergraduate members and 305 chapters. This Nu-Alpha Chapter at Cal Poly was established in 2014 with a goal of creating better gentlemen and leaders."
The Writers' Collective,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.28134420870231697,0.4609297141476275,0.6043911252225549,0.36968360683389956,0.3026106000290757,0.3100886100229859,0.21632761997819108,The Writers' Collective The Writers' Collective is a creative writing club that supports writers of all kinds. We have weekly workshops and give constructive feedback for each person who wishes to receive it. All experience levels and genres are welcome!
Theta Alpha chapter of Delta Gamma Fraternity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2584318860470096,0.33675268079429244,0.6615976996303681,0.39778269300065006,0.39227623293134495,0.22336585961445427,0.36074316656961225,"Theta Alpha chapter of Delta Gamma Fraternity Our primary purpose is to foster high ideals of friendship, promote educaional & cultural interests, and develop the finest qualities of character"
Theta Tau,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3401853329300726,0.36951562011454764,0.46936538725159843,0.3334565744292485,0.2695871453959541,0.2735559725573738,0.2592338331329091,"Theta Tau Theta Tau is a professional co-ed engineering fraternity, and our group believes this is a much-needed organization on campus. We aspire to create an environment in which a diverse group of engineering students can establish lasting bonds with peers."
Thrift Cal Poly Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.17173282475773569,0.2842870173855266,0.5816817225519788,0.36698467684154085,0.3395024951945268,0.2648903243582909,0.35240631712940595,"Thrift Cal Poly Club Thrift Cal Poly is a organization that provides a supportive, inclusive and close-knit community for sustainable innovators, crafters, thrifters, and more. We’re aiming to grow a new generation of climate conscious entrepreneurs that want to save Earth."
Tractor Pull Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1526653696444813,0.21659501854667104,0.26881341479381304,0.2829545201861402,0.22870890190164173,0.24783481030634963,0.26295393285374113,"Tractor Pull Club The Cal Poly Tractor Pull Club is home to our infamous pull tractors, Mustang Legacy and Poly Thunder. Students have the opportunity to travel, perform maintenance on both Legacy and Thunder, and work together to put on our annual Poly Royal Tractor Pull"
Transgender & Queer Student Union,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.237734143108922,0.40371027373800494,0.5735014557898738,0.34605546154017197,0.3229088687069611,0.2896670998427444,0.4576383095281067,"Transgender & Queer Student Union Through activism and community building, TQSU aims to create spaces for the betterment of LGBTQ+ life at Cal Poly."
TRIO Achievers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.24199475202088344,0.29695385418020975,0.36020519783063915,0.28663825085425604,0.18328712431993543,0.2209301531086362,0.3376708794019265,"TRIO Achievers TRIO Achievers program, also known as Student Support Services (SSS), is funded by a grant from the U.S. Department of Education and has been a part of Cal Poly services to students since 1984."
Turning Point USA at Cal Poly,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22546168724720378,0.28911889254122203,0.4567728335737077,0.23290376071768393,0.31794121066621717,0.21880260049125483,0.27316206192809855,"Turning Point USA at Cal Poly TPUSA is a 501(c)3 non-profit organization whose mission is to identify, educate, train, and organize students to promote freedom."
Undergraduate Law Association,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19769807006293194,0.29410706072257614,0.4936856232644005,0.2436352376170203,0.1359235299895786,0.16683390541457097,0.17461162012309708,Undergraduate Law Association Cal Poly Undergraduate Law Association provides resources and information about law school and careers in the legal field.
United Movement,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1112619619714943,0.5222614628126361,0.5770226696075237,0.29767206792255585,0.3459698676886883,0.28512570208862004,0.28950429495272084,United Movement United Movement is a non-audition dance club that fosters an inclusive and safe environment where people of all backgrounds and dance experiences are welcome to grow together as dancers and individuals.
UX Fest SLO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19546631809506415,0.35375304292655924,0.41951924047744327,0.14251371456966772,0.14451395052779742,0.2704257170354932,0.1347114584099428,"UX Fest SLO UX Fest SLO is a community for people interested in UX design, with workshops, social events, and a two-weekend Designathon. Participants learn, create prototypes, and compete to solve real-world problems while building their portfolios."
Veritas Forum at Cal Poly,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18095939853013496,0.3824049174826156,0.5824546414948134,0.4003975627267755,0.475705867911986,0.3006995638104023,0.2848592722371941,"Veritas Forum at Cal Poly The Veritas Forum helps students and faculty ask life's hardest questions. Many of the world's leading universities were founded to answer the big ""why"" questions. Our mission is to help them confront these questions anew."
Veterinary Science Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.30580139951914714,0.30739792975297214,0.34283643028995137,0.28868786529814505,0.21740446593829124,0.2930892024652172,0.16796737273595547,"Veterinary Science Club Organization of pre-veterinary students that meet to discuss paths to vet school and what they require, as well as gain awareness of skills needed and current issues in the veterinary field."
Week of Welcome,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.24542881653674925,0.2815720201771643,0.4260465967679577,0.1747935662216729,0.18484200741581605,0.2478649582748216,0.2219252650615452,Week of Welcome Hosted by New Student & Transition Programs
With Us,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.17456041837150443,0.22137503666571928,0.3111809053888441,0.2766957170015075,0.19717194254386836,0.12360364792856258,0.20286317642577947,"With Us WITH US is housed within the Cal Poly Student Affairs and is led by a team of experienced researchers, prevention practitioners, and student affairs leaders. Learn more at www.withus.org."
Women Empowered,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3301573605092669,0.48467989842611314,0.5865779046640274,0.33419142722981365,0.2614131614305184,0.43664650115709414,0.24669007107420873,Women Empowered Women Empowered exists to be a welcoming space of discussion for folks who are passionate about feminist issues with an educational and social focus.
Women in Construction,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1508748033338821,0.3304893952999073,0.45223928966319416,0.33462039276938427,0.23907697076145704,0.35624054241129977,0.356883742642223,"Women in Construction Recognizing and empowering all students in the construction industry through change, collaboration, and leadership development by leveraging connections."
Women in Finance,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15678916031314125,0.4104379341079546,0.4326881178487965,0.3137015861479101,0.05918701451050867,0.37728639448684653,0.1673261852236067,"Women in Finance Illustrate the range of opportunities for females interested in the finance industry, promoting development, empowerment, and leadership for the success of women in finance."
Women in Law,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.31075906124499053,0.39177437487970945,0.6332786587853452,0.35236554055682223,0.200123520103763,0.36786021093617993,0.32394671699605626,"Women in Law Together, as a group of dedicated women, we are eager to learn about the legal profession. WIL offers support to help women prepare for the legal profession. We provide an educational environment and a network of support for the women of Cal Poly."
Women in Physics,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.143400931090501,0.19109147326694287,0.4680347288175801,0.24869812418608775,0.05425099062514201,0.2767493309080302,0.18239515431512715,"Women in Physics Our goal is to provide support for female physics majors. Social events, professional development, conference attendance, and research opportunities are promoted by the club for the benefit of all physics majors, regardless of gender."
Women Involved in Software and Hardware,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2683843403702534,0.34965710730513766,0.4354575744168427,0.3444909497284253,0.1328469415973921,0.3146852401647694,0.20620892093887397,"Women Involved in Software and Hardware WISH is a community of women, non-binary folks, & allies in computing majors (EE/CPE/CSC/SE/LAES) that promote the recruitment and retention of women in tech. Our club provides mentorship, technical, networking, and social opportunities for our members!"
Women's Club Basketball,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11212030395231944,0.36195902088609244,0.41150209441661284,0.19093993786983376,0.15390030063436538,0.21311536924418273,0.14923538781676113,Women's Club Basketball Women's Club Basketball is a team made up of a diverse group of individuals with previous basketball experience. We provide the special opportunity for women to participate in a competitive and organized sport at the college level. Go Mustangs!
Women's Outdoor Adventure Club: Backcountry Squatters,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23558504309283318,0.2995126205374728,0.37823135690123205,0.1725455036084509,0.2549431918483276,0.24953550467427588,0.2088315060811045,"Women's Outdoor Adventure Club: Backcountry Squatters Backcountry Squatters is committed to fostering participation, leadership, and inclusivity among women and gender-queer folks within the outdoor industry and community."
Women's Soccer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17738312339816364,0.4162712203498161,0.5971723775055634,0.284609151395098,0.14914959683487167,0.34424951443557306,0.18641013487741473,Women's Soccer Women's Club Soccer is a group of highly dedicated students athletes who aim to play soccer at a competitive level while representing Cal Poly in a positive light.
Women's Ultimate Frisbee,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21167488890530306,0.27405968232668804,0.5609122019570872,0.25706243468117246,0.16562615308679526,0.23950167083196414,0.2162991098109823,Women's Ultimate Frisbee The Women's Ultimate Frisbee team travels and competes in tournaments throughout California against other college club teams.
Womens Club Beach Volleyball,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13234326580208416,0.31010821551139195,0.46570518592821275,0.11552082684971429,0.17737476901580224,0.22391909938751253,0.15187929767053568,Womens Club Beach Volleyball Women's Club Beach Volleyball is a competitive team that practices 2-3 times per week and participates in open tournaments as well as match ups with other college club teams.
Women in Mechanical Engineering,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18392099291906194,0.318867989179416,0.5289688804906099,0.27478682325787074,0.16999169574609901,0.2839431160734049,0.21674075541143548,Women in Mechanical Engineering Empowering and supporting womxn in mechanical engineering through community events and professional development.
"Xi Xi Chapter of Zeta Phi Beta Sorority, Incorporated",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0922931162996366,0.312170739077277,0.6233445161417424,0.18959497651755297,0.2779083582817725,0.12098219901239197,0.18454309674424701,"Xi Xi Chapter of Zeta Phi Beta Sorority, Incorporated The objectives of Zeta Phi Beta Sorority, Incorporated are fostering the ideals of service, charity, scholarship, civic and cultural endeavors, sisterhood, and finer womanhood."
Young Democratic Socialists of America at Cal Poly,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26048899852703017,0.48223082871641176,0.701010721213161,0.3873504976302634,0.44698080173444965,0.3487395523376673,0.37740490761630285,Young Democratic Socialists of America at Cal Poly The YDSA at Cal Poly is dedicated to a better world and a better SLO.
YoungLife,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.32865767135125995,0.3531978793777625,0.5218099896654105,0.3393862074733903,0.3687302277601402,0.32383258722015884,0.3156554705859298,YoungLife YoungLife at Cal Poly
Zeta Beta Tau Fraternity Eta Mu Chapter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.18634378539794205,0.37572129051726055,0.6055961104512333,0.29646648693493194,0.2881410149717385,0.250015726952249,0.26087897292268797,"Zeta Beta Tau Fraternity Eta Mu Chapter Zeta Beta Tau is a fraternity associated with the Cal Poly InterFraternity Council. As a brotherhood, we inspire and equip men to lead an ethical life of growth, service, and leadership."
Zeta Phi Chapter of Theta Chi Fraternity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1602289686078819,0.20792308026030967,0.47821906867207503,0.13935004501550532,0.19675707071662285,0.057457103658167114,0.20862723837216776,"Zeta Phi Chapter of Theta Chi Fraternity Theta Chi, Zeta Phi is the nationally recognized chapter of Theta Chi Fraternity at Cal Poly, San Luis Obispo."
Zoo and Exotic Animal Careers Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.335606704633781,0.3875660138383989,0.45623405587901883,0.31177927160360475,0.18131788232169516,0.3372352240826026,0.09548660060198869,Zoo and Exotic Animal Careers Club The Zoo and Exotic Animal Careers Club (ZEAC) aims to help students find resources to increase the likelihood of getting a job in the field of zoos and aquariums.
